"created_date","agency","complaint_type","descriptor","borough","incident_zip","latitude","longitude","location_type","street_name","status","resolution_description"
"2026-03-22T20:57:56.000","DOT","Street Condition","Pothole","QUEENS","11375",,,,"COLONIAL AVENUE","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-22T20:51:24.000","DPR","Damaged Tree","Tree Trunk Split","BROOKLYN","11220","40.638623053690246","-74.02560387650222","Street","WAKEMAN PLACE","In Progress",
"2026-03-22T20:49:00.000","DEP","Water System","Hydrant Knocked Over/Missing (WC)","STATEN ISLAND","10310","40.628923623211975","-74.11730465770312",,"FOREST AVENUE","Open",
"2026-03-22T20:48:22.000","DOT","Street Condition","Pothole","MANHATTAN","10010",,,,"1 AVENUE","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-22T20:47:00.000","DEP","Water System","Hydrant Running (WC3)","MANHATTAN","10027","40.81232188434865","-73.95533818495953",,"WEST  125 STREET","Open",
"2026-03-22T20:47:00.000","DEP","Sewer","Sewer Backup (Use Comments) (SA)","BROOKLYN","11233","40.67170765883183","-73.91896133821643",,"PARK PLACE","Open",
"2026-03-22T20:43:34.000","DOT","Street Condition","Rough, Pitted or Cracked Roads","BROOKLYN","11205","40.69620766485902","-73.9615862570746","Street","CLASSON AVENUE","In Progress",
"2026-03-22T20:43:07.000","DOT","Street Condition","Pothole","QUEENS","11102",,,,"ASTORIA BOULEVARD","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-22T20:41:59.000","DOT","Street Condition","Pothole","QUEENS","11355",,,,"SANFORD AVENUE","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-22T20:40:25.000","DOT","Street Condition","Pothole","STATEN ISLAND","10314","40.60856402350287","-74.14719748662404",,,"Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-22T20:39:58.000","DOT","Sidewalk Condition","Broken Sidewalk","MANHATTAN","10014","40.73248055318934","-74.00343862407112","Sidewalk","7 AVENUE SOUTH","In Progress",
"2026-03-22T20:39:37.000","DOT","Street Condition","Pothole","BROOKLYN","11204",,,,"47 STREET","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-22T20:39:36.000","DOT","Street Condition","Cave-in","STATEN ISLAND","10314","40.57608105616847","-74.16978283322386","Street","RICHMOND AVENUE","In Progress",
"2026-03-22T20:36:26.000","DOT","Street Condition","Pothole","QUEENS","11418","40.702893153923114","-73.83784678805891",,,"Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-22T20:36:07.000","DOT","Street Condition","Pothole","BROOKLYN","11223",,,,"VAN SICKLEN STREET","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-22T20:35:47.000","DOT","Street Condition","Pothole","BROOKLYN","11223",,,,"VAN SICKLEN STREET","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-22T20:35:21.000","DOT","Street Condition","Pothole","BROOKLYN","11223",,,,"VAN SICKLEN STREET","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-22T20:34:57.000","DOT","Street Condition","Pothole","BROOKLYN","11223",,,,"VAN SICKLEN STREET","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-22T20:34:52.000","DOT","Street Condition","Pothole","BROOKLYN","11204",,,,"18 AVENUE","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-22T20:34:38.000","DOT","Street Condition","Pothole","BROOKLYN","11223",,,,"VAN SICKLEN STREET","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-22T20:34:10.000","DOT","Street Condition","Pothole","BROOKLYN","11223",,,,"VAN SICKLEN STREET","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-22T20:34:00.000","DEP","Water System","LOW WATER PRESSURE - WLWP","BROOKLYN","11228","40.608404775912376","-74.01502187287447",,"BAY    7 STREET","Open",
"2026-03-22T20:33:50.000","DOT","Street Condition","Pothole","QUEENS","11418",,,,"105 STREET","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-22T20:33:42.000","DOT","Street Condition","Pothole","BROOKLYN","11223",,,,"VAN SICKLEN STREET","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-22T20:33:12.000","DOT","Street Condition","Pothole","QUEENS","11415",,,,"LEFFERTS BOULEVARD","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-22T20:32:49.000","DOT","Street Condition","Pothole","BROOKLYN","11223",,,,"AVENUE V","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-22T20:32:01.000","DOT","Street Condition","Rough, Pitted or Cracked Roads","BRONX","10452","40.84088817431684","-73.9188203054231","Street","INWOOD AVENUE","In Progress",
"2026-03-22T20:31:24.000","DOT","Street Condition","Pothole","BROOKLYN","11230","40.61910563757932","-73.95830950968423",,,"Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-22T20:31:00.000","DEP","Sewer","Catch Basin Sunken/Damaged/Raised (SC1)","QUEENS","11415","40.70254171638891","-73.83203020366643",,"LEFFERTS BOULEVARD","Open",
"2026-03-22T20:28:45.000","DOT","Street Condition","Pothole","MANHATTAN","10026",,,,"MORNINGSIDE AVENUE","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-22T20:28:00.000","DOT","Street Light Condition","Fixture/Luminaire Door Open","BRONX","10472","40.828862046736184","-73.87681068267382",,"WESTCHESTER AVENUE","Open",
"2026-03-22T20:27:08.000","DOT","Street Condition","Pothole","QUEENS","11356",,,,"129 STREET","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-22T20:27:00.000","DOT","Street Light Condition","Street Light Out","STATEN ISLAND","10312","40.530882503438406","-74.18891735426985",,"KINGDOM AVENUE","Open",
"2026-03-22T20:26:03.000","DOT","Street Condition","Pothole","MANHATTAN","10026",,,,"MORNINGSIDE AVENUE","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-22T20:25:32.000","DPR","Root/Sewer/Sidewalk Condition","Trees and Sidewalks Program","QUEENS","11412","40.697236248243605","-73.75041828451266","Street","203 STREET","In Progress",
"2026-03-22T20:24:05.000","DOT","Street Condition","Cave-in","BRONX","10458","40.86073277134551","-73.8895348937989","Street","EAST FORDHAM ROAD","In Progress",
"2026-03-22T20:21:56.000","DOT","Street Condition","Pothole","QUEENS","11373","40.74726127552869","-73.87444248255758",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-22T20:21:00.000","DOT","Street Condition","Pothole","MANHATTAN","10025",,,,"COLUMBUS AVENUE","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-22T20:20:47.000","DOT","Street Condition","Pothole","QUEENS","11372",,,,"88 STREET","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-22T20:20:00.000","DOT","Street Light Condition","Street Light Out","QUEENS","11358","40.77075566711671","-73.79085245685256",,,"Open",
"2026-03-22T20:19:47.000","DOT","Street Condition","Pothole","BROOKLYN","11212",,,,"RIVERDALE AVENUE","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-22T20:17:17.000","DOT","Street Condition","Cave-in","STATEN ISLAND","10303","40.629196248546215","-74.14963874202742","Street","GRANITE AVENUE","In Progress",
"2026-03-22T20:17:00.000","DOT","Street Light Condition","Street Light Out","STATEN ISLAND","10314","40.61976129823808","-74.15047489549701",,,"Open",
"2026-03-22T20:16:01.000","DOT","Street Condition","Pothole","BROOKLYN","11212",,,,"HOPKINSON AVENUE","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-22T20:16:00.000","DOT","Street Light Condition","Street Light Out","BRONX","10466",,,,"MURDOCK AVENUE","Open",
"2026-03-22T20:14:00.000","DOT","Street Condition","Pothole","QUEENS","11385",,,,"HART STREET","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-22T20:09:09.000","DOT","Sidewalk Condition","Broken Sidewalk","BROOKLYN","11229","40.5892794917771","-73.92387160088198","Sidewalk","CYRUS AVENUE","In Progress",
"2026-03-22T20:07:54.000","DOT","Street Condition","Pothole","MANHATTAN","10033","40.85319974314157","-73.93419331216124",,,"Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-22T20:06:55.000","DOT","Street Condition","Pothole","QUEENS","11434",,,,"129 AVENUE","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-22T20:06:48.000","DOT","Street Condition","Cave-in","MANHATTAN","10016","40.74840793219144","-73.97280924663515","Street","EAST 40 STREET","In Progress",
"2026-03-22T20:05:51.000","DOT","Street Condition","Pothole","QUEENS","11435",,,,"ARCHER AVENUE","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-22T20:05:13.000","DOT","Street Condition","Pothole","QUEENS","11385",,,,"CYPRESS HILLS STREET","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-22T20:05:12.000","DOT","Street Condition","Pothole","QUEENS","11385",,,,"CYPRESS HILLS STREET","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-22T20:05:00.000","DOT","Street Light Condition","Street Light Out","QUEENS","11364","40.73734741390399","-73.75510341051131",,"77 AVENUE","Open",
"2026-03-22T20:04:53.000","DOT","Street Condition","Pothole","QUEENS","11355",,,,"CHERRY AVENUE","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-22T20:03:19.000","DOT","Street Condition","Pothole","BRONX","10460",,,,"SOUTHERN BOULEVARD","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-22T20:02:22.000","DOT","Street Condition","Defective Hardware","BROOKLYN","11217","40.680733490627055","-73.97450253959556","Street","6 AVENUE","In Progress",
"2026-03-22T20:01:52.000","DPR","Damaged Tree","Entire Tree Has Fallen Down","QUEENS","11428","40.71803111853882","-73.7358601370786","Park","QUEENS VILLAGE VETERANS PLAZA","In Progress","NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap."
"2026-03-22T20:00:09.000","DPR","Root/Sewer/Sidewalk Condition","Trees and Sidewalks Program","BROOKLYN","11209","40.627453180473395","-74.0310069919115","Street","81 STREET","In Progress",
"2026-03-22T19:59:50.000","DOT","Street Condition","Pothole","BRONX","10458","40.86038082529617","-73.88888475103947",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
