sample_id,created_date,agency,complaint_type,descriptor,borough,incident_zip,latitude,longitude,location_type,street_name,status,resolution_description,request_month,request_hour,feature_text,maintenance_group
REQ-00001,2026-03-23 02:07:00,DOT,Street Condition,Pothole,QUEENS,11432,,,,GRAND CENTRL PARKWAY,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,2,pothole |  | grand centrl parkway | queens | dot | closed,pavement_surface
REQ-05652,2026-03-19 06:38:05,DOT,Street Condition,Pothole,BRONX,10469,,,,BOSTON ROAD,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,6,pothole |  | boston road | bronx | dot | closed,pavement_surface
REQ-05653,2026-03-19 06:37:33,DOT,Street Condition,Cave-in,BROOKLYN,11218,40.64183685345037,-73.98982425712346,Street,40 STREET,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,3,6,cave-in | street | 40 street | brooklyn | dot | closed,pavement_surface
REQ-05654,2026-03-19 06:36:44,DOT,Street Condition,Defective Hardware,STATEN ISLAND,10314,40.58487278572469,-74.16210426805522,Street,DAFFODIL LANE,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",3,6,defective hardware | street | daffodil lane | staten island | dot | closed,pavement_surface
REQ-05655,2026-03-19 06:36:41,DOT,Street Condition,Pothole,BRONX,10473,40.820624290407224,-73.86857746936388,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,6,pothole |  |  | bronx | dot | open,pavement_surface
REQ-05656,2026-03-19 06:30:00,DEP,Water System,Hydrant Running (WC3),MANHATTAN,10065,40.76429075210477,-73.96878129658053,,PARK AVENUE,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,3,6,hydrant running (wc3) |  | park avenue | manhattan | dep | closed,water_network
REQ-05657,2026-03-19 06:30:00,DOT,Street Light Condition,Street Light Out,Unspecified,0,,,,,Open,,3,6,street light out |  |  | unspecified | dot | open,lighting
REQ-05658,2026-03-19 06:26:59,DOT,Street Condition,Pothole,STATEN ISLAND,10301,,,,JERSEY STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,6,pothole |  | jersey street | staten island | dot | open,pavement_surface
REQ-05659,2026-03-19 06:18:47,DOT,Street Condition,Pothole,QUEENS,11422,40.65740589843868,-73.7450601378565,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,6,pothole |  |  | queens | dot | closed,pavement_surface
REQ-05660,2026-03-19 06:18:40,DOT,Street Condition,Pothole,MANHATTAN,10013,40.72084008972866,-74.0006601870905,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,6,pothole |  |  | manhattan | dot | open,pavement_surface
REQ-05661,2026-03-19 06:18:03,DOT,Street Condition,Pothole,MANHATTAN,10003,,,,BROADWAY,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,6,pothole |  | broadway | manhattan | dot | open,pavement_surface
REQ-05662,2026-03-19 06:17:32,DOT,Street Condition,Pothole,QUEENS,11422,,,,SOUTH CONDUIT AVENUE,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,6,pothole |  | south conduit avenue | queens | dot | closed,pavement_surface
REQ-05663,2026-03-19 06:17:17,DOT,Street Condition,Pothole,MANHATTAN,10003,40.73321311099892,-73.99111288120781,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,6,pothole |  |  | manhattan | dot | closed,pavement_surface
REQ-05664,2026-03-19 06:16:07,DOT,Street Condition,Pothole,BROOKLYN,11234,40.644042017082526,-73.87751946067259,,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,3,6,pothole |  |  | brooklyn | dot | closed,pavement_surface
REQ-05665,2026-03-19 06:14:00,DEP,Water System,Hydrant Running Full (WA4),BRONX,10467,40.8749210576572,-73.87690614558501,,PERRY AVENUE,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,6,hydrant running full (wa4) |  | perry avenue | bronx | dep | closed,water_network
REQ-05666,2026-03-19 06:13:24,DOT,Street Condition,Pothole,QUEENS,11422,40.66265676616232,-73.73299760541298,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,6,pothole |  |  | queens | dot | closed,pavement_surface
REQ-05667,2026-03-19 05:57:00,DOT,Street Light Condition,Street Light Out,MANHATTAN,10014,,,,GROVE STREET,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,3,5,street light out |  | grove street | manhattan | dot | assigned,lighting
REQ-05668,2026-03-19 05:52:14,DOT,Street Condition,Pothole,QUEENS,11694,40.57896033297838,-73.83975324220017,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,5,pothole |  |  | queens | dot | closed,pavement_surface
REQ-05669,2026-03-19 05:50:02,DOT,Street Condition,Pothole,MANHATTAN,10024,40.78502710870076,-73.98066639781511,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,5,pothole |  |  | manhattan | dot | closed,pavement_surface
REQ-05670,2026-03-19 05:43:41,DSNY,Missed Collection,Bulky Trash,BRONX,10459,40.82199253977825,-73.90004457753085,Street,EAST 163 STREET,Closed,The Department of Sanitation collected the requested items.,3,5,bulky trash | street | east 163 street | bronx | dsny | closed,sanitation
REQ-05671,2026-03-19 05:37:20,DOT,Street Condition,Pothole,QUEENS,11378,,,,59 DRIVE,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,5,pothole |  | 59 drive | queens | dot | closed,pavement_surface
REQ-05672,2026-03-19 05:36:16,DOT,Street Condition,Pothole,QUEENS,11378,,,,59 DRIVE,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,5,pothole |  | 59 drive | queens | dot | closed,pavement_surface
REQ-05673,2026-03-19 05:34:46,DOT,Street Condition,Pothole,QUEENS,11378,,,,59 DRIVE,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,5,pothole |  | 59 drive | queens | dot | closed,pavement_surface
REQ-05674,2026-03-19 05:34:04,DOT,Street Condition,Pothole,QUEENS,11434,,,,SOUTH CONDUIT AVENUE,Pending,The Department of Transportation inspected this complaint and referred it to the Arterial Division for further action.,3,5,pothole |  | south conduit avenue | queens | dot | pending,pavement_surface
REQ-05675,2026-03-19 05:28:54,DOT,Street Condition,Pothole,QUEENS,11421,40.69366255534651,-73.852163876474,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,5,pothole |  |  | queens | dot | closed,pavement_surface
REQ-05676,2026-03-19 05:24:00,DOT,Street Light Condition,Street Light Out,QUEENS,11378,40.73054469269985,-73.88950896774597,,53 ROAD,Open,,3,5,street light out |  | 53 road | queens | dot | open,lighting
REQ-05677,2026-03-19 05:24:00,DEP,Water System,Hydrant Leaking (WC1),QUEENS,11101,40.74490149180418,-73.93502206204383,,THOMSON AVENUE,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,5,hydrant leaking (wc1) |  | thomson avenue | queens | dep | closed,water_network
REQ-05678,2026-03-19 05:10:23,DOT,Street Condition,Pothole,BRONX,0,,,,BRUCKNER BOULEVARD,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,5,pothole |  | bruckner boulevard | bronx | dot | closed,pavement_surface
REQ-05679,2026-03-19 05:03:03,DOT,Street Condition,Pothole,BRONX,0,,,,BRUCKNER BOULEVARD,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,5,pothole |  | bruckner boulevard | bronx | dot | closed,pavement_surface
REQ-05680,2026-03-19 04:54:25,DOT,Street Condition,Pothole,MANHATTAN,10017,40.7558709018793,-73.9728206381604,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,4,pothole |  |  | manhattan | dot | open,pavement_surface
REQ-05681,2026-03-19 04:17:38,DOT,Street Condition,Pothole,MANHATTAN,10019,,,,WEST   55 STREET,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,4,pothole |  | west   55 street | manhattan | dot | closed,pavement_surface
REQ-05682,2026-03-19 04:16:47,DOT,Street Condition,Pothole,MANHATTAN,10036,40.75723230481567,-73.98979219054627,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,4,pothole |  |  | manhattan | dot | closed,pavement_surface
REQ-05683,2026-03-19 04:16:13,DOT,Street Condition,Pothole,MANHATTAN,10036,,,,8 AVENUE,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,4,pothole |  | 8 avenue | manhattan | dot | closed,pavement_surface
REQ-05684,2026-03-19 04:15:17,DOT,Street Condition,Pothole,MANHATTAN,10001,,,,8 AVENUE,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,4,pothole |  | 8 avenue | manhattan | dot | open,pavement_surface
REQ-05685,2026-03-19 04:12:08,DOT,Street Condition,Pothole,BROOKLYN,11219,,,,54 STREET,Closed,The Department of Transportation inspected this complaint and repaired the problem.,3,4,pothole |  | 54 street | brooklyn | dot | closed,pavement_surface
REQ-05686,2026-03-19 04:00:08,DOT,Street Condition,Pothole,MANHATTAN,10036,,,,8 AVENUE,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,4,pothole |  | 8 avenue | manhattan | dot | closed,pavement_surface
REQ-05687,2026-03-19 03:51:00,DEP,Water System,Possible Water Main Break (Use Comments) (WA1),BROOKLYN,11206,40.70182379121703,-73.93733978324912,,FLUSHING AVENUE,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,3,possible water main break (use comments) (wa1) |  | flushing avenue | brooklyn | dep | closed,water_network
REQ-05688,2026-03-19 03:43:34,DSNY,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,QUEENS,11106,40.761334565754034,-73.94061200955005,Street,36 AVENUE,Closed,The Department of Sanitation collected the requested items.,3,3,recycling - paper/metal/glass/rigid plastic | street | 36 avenue | queens | dsny | closed,sanitation
REQ-05689,2026-03-19 03:41:44,DOT,Street Condition,Pothole,QUEENS,11692,40.58966473526822,-73.7993371361778,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,3,pothole |  |  | queens | dot | closed,pavement_surface
REQ-05690,2026-03-19 03:41:27,DOT,Street Condition,Plate Condition - Noisy,BROOKLYN,11212,40.661442836694654,-73.92393342005859,Street,WINTHROP STREET,In Progress,,3,3,plate condition - noisy | street | winthrop street | brooklyn | dot | in progress,pavement_surface
REQ-05691,2026-03-19 03:27:33,DOT,Street Condition,Pothole,BROOKLYN,11207,40.6574078606385,-73.89880627402103,,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,3,3,pothole |  |  | brooklyn | dot | closed,pavement_surface
REQ-05692,2026-03-19 03:24:21,DOT,Street Condition,Cave-in,BRONX,10451,40.82151970706011,-73.92429600969527,Street,CONCOURSE VILLAGE WEST,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,3,3,cave-in | street | concourse village west | bronx | dot | closed,pavement_surface
REQ-05693,2026-03-19 03:18:00,DEP,Water System,Hydrant Defective (WC2),BRONX,10451,40.821665804942576,-73.91722149706159,,COURTLANDT AVENUE,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",3,3,hydrant defective (wc2) |  | courtlandt avenue | bronx | dep | closed,water_network
REQ-05694,2026-03-19 02:53:41,DOT,Street Condition,Pothole,BROOKLYN,0,,,,FRANKLIN AVENUE,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,2,pothole |  | franklin avenue | brooklyn | dot | open,pavement_surface
REQ-05695,2026-03-19 02:51:00,DOT,Street Light Condition,Street Light Out,STATEN ISLAND,10302,40.62355738516901,-74.13728813212886,,LIVERMORE AVENUE,Open,,3,2,street light out |  | livermore avenue | staten island | dot | open,lighting
REQ-05696,2026-03-19 02:46:55,DOT,Street Condition,Pothole,QUEENS,11385,40.708265638229754,-73.89557663639876,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,2,pothole |  |  | queens | dot | closed,pavement_surface
REQ-05697,2026-03-19 02:46:00,DOT,Street Light Condition,Street Light Out,QUEENS,11422,40.657008446221994,-73.74283790036299,,EDGEWOOD STREET,Open,,3,2,street light out |  | edgewood street | queens | dot | open,lighting
REQ-05698,2026-03-19 02:43:44,DOT,Street Condition,Failed Street Repair,QUEENS,11379,40.71502914698144,-73.8872801455728,Street,69 STREET,In Progress,The Department of Transportation will inspect the condition and will determine the next action.,3,2,failed street repair | street | 69 street | queens | dot | in progress,pavement_surface
REQ-05699,2026-03-19 02:02:56,DOT,Street Condition,Pothole,MANHATTAN,10011,,,,7 AVENUE,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,2,pothole |  | 7 avenue | manhattan | dot | closed,pavement_surface
REQ-05700,2026-03-19 02:00:07,DOT,Street Condition,Dumpster - Construction Waste,QUEENS,11361,40.7612571928771,-73.76983726432752,Street,BELL BOULEVARD,In Progress,The Department of Transportation will inspect the condition and will determine the next action.,3,2,dumpster - construction waste | street | bell boulevard | queens | dot | in progress,pavement_surface
REQ-05701,2026-03-19 01:50:22,DOT,Street Condition,Pothole,MANHATTAN,10023,,,,COLUMBUS AVENUE,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,1,pothole |  | columbus avenue | manhattan | dot | closed,pavement_surface
REQ-05702,2026-03-19 01:44:24,DOT,Street Condition,Pothole,MANHATTAN,10002,,,,MONROE STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,1,pothole |  | monroe street | manhattan | dot | open,pavement_surface
REQ-05703,2026-03-19 01:39:58,DOT,Street Condition,Pothole,MANHATTAN,10001,,,,7 AVENUE,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,1,pothole |  | 7 avenue | manhattan | dot | closed,pavement_surface
REQ-05704,2026-03-19 01:27:57,DOT,Street Condition,Cave-in,MANHATTAN,10016,40.74108856457637,-73.97683590776566,Street,EAST 29 STREET,Closed,"The Department of Transportation inspected the condition and issued a summons to the responsible party. A re-inspection will be done within 10 days. If the condition still exists, a second summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",3,1,cave-in | street | east 29 street | manhattan | dot | closed,pavement_surface
REQ-05705,2026-03-19 01:18:16,DOT,Street Condition,Pothole,MANHATTAN,10016,,,,EAST   29 STREET,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,1,pothole |  | east   29 street | manhattan | dot | closed,pavement_surface
REQ-05706,2026-03-19 01:13:15,DOT,Street Condition,Pothole,QUEENS,11434,40.66414056698275,-73.7776301322536,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,1,pothole |  |  | queens | dot | closed,pavement_surface
REQ-05707,2026-03-19 01:12:48,DOT,Street Condition,Pothole,QUEENS,11434,40.66362090574489,-73.77716688454909,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,1,pothole |  |  | queens | dot | open,pavement_surface
REQ-05708,2026-03-19 01:12:07,DOT,Street Condition,Pothole,QUEENS,11434,40.66645580127393,-73.78411799228441,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,1,pothole |  |  | queens | dot | closed,pavement_surface
REQ-05709,2026-03-19 01:11:37,DOT,Street Condition,Pothole,QUEENS,11434,40.6663925177755,-73.7644548483876,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,1,pothole |  |  | queens | dot | open,pavement_surface
REQ-05710,2026-03-19 01:11:05,DOT,Street Condition,Pothole,QUEENS,11434,40.66684164323722,-73.78940839883084,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,1,pothole |  |  | queens | dot | closed,pavement_surface
REQ-05711,2026-03-19 01:10:33,DOT,Street Condition,Pothole,QUEENS,11419,40.69405168718008,-73.82800911283663,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,1,pothole |  |  | queens | dot | closed,pavement_surface
REQ-05712,2026-03-19 01:09:49,DOT,Street Condition,Pothole,QUEENS,11426,,,,243 STREET,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,1,pothole |  | 243 street | queens | dot | closed,pavement_surface
REQ-05713,2026-03-19 01:09:15,DOT,Street Condition,Pothole,QUEENS,11420,,,,118 STREET,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,1,pothole |  | 118 street | queens | dot | closed,pavement_surface
REQ-05714,2026-03-19 01:08:44,DOT,Street Condition,Pothole,QUEENS,11420,,,,130 STREET,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,1,pothole |  | 130 street | queens | dot | closed,pavement_surface
REQ-05715,2026-03-19 01:08:08,DOT,Street Condition,Pothole,QUEENS,11434,,,,ROCKAWAY BOULEVARD,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,1,pothole |  | rockaway boulevard | queens | dot | closed,pavement_surface
REQ-05716,2026-03-19 01:07:14,DOT,Street Condition,Pothole,QUEENS,11420,,,,ROCKAWAY BOULEVARD,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,1,pothole |  | rockaway boulevard | queens | dot | closed,pavement_surface
REQ-05717,2026-03-19 01:01:55,DOT,Street Condition,Cave-in,QUEENS,11691,40.60561944618249,-73.75501399695268,Street,BEACH CHANNEL DRIVE,In Progress,The Department of Transportation will inspect the condition and will determine the next action.,3,1,cave-in | street | beach channel drive | queens | dot | in progress,pavement_surface
REQ-05718,2026-03-19 00:55:52,DOT,Street Condition,Pothole,MANHATTAN,10032,,,,RIVERSIDE DRIVE,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,0,pothole |  | riverside drive | manhattan | dot | closed,pavement_surface
REQ-05719,2026-03-19 00:54:34,DOT,Street Condition,Pothole,MANHATTAN,10032,,,,RIVERSIDE DRIVE,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,0,pothole |  | riverside drive | manhattan | dot | closed,pavement_surface
REQ-05720,2026-03-19 00:47:11,DOT,Street Condition,Pothole,MANHATTAN,10013,,,,VARICK STREET,Closed,The Department of Transportation inspected this complaint and repaired the problem.,3,0,pothole |  | varick street | manhattan | dot | closed,pavement_surface
REQ-05721,2026-03-19 00:44:08,DOT,Street Condition,Pothole,QUEENS,11691,,,,HICKSVILLE ROAD,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,0,pothole |  | hicksville road | queens | dot | closed,pavement_surface
REQ-05722,2026-03-19 00:43:38,DOT,Street Condition,Pothole,QUEENS,11691,,,,HICKSVILLE ROAD,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,0,pothole |  | hicksville road | queens | dot | closed,pavement_surface
REQ-05723,2026-03-19 00:39:50,DOT,Street Condition,"Rough, Pitted or Cracked Roads",BROOKLYN,11234,40.627539040234936,-73.9323911918868,Street,KINGS HIGHWAY,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,3,0,"rough, pitted or cracked roads | street | kings highway | brooklyn | dot | closed",pavement_surface
REQ-05724,2026-03-19 00:33:45,DOT,Sidewalk Condition,Broken Sidewalk,QUEENS,11385,40.7032915606807,-73.87824373591408,Sidewalk,COOPER AVENUE,In Progress,,3,0,broken sidewalk | sidewalk | cooper avenue | queens | dot | in progress,pedestrian_infrastructure
REQ-05725,2026-03-19 00:33:00,DEP,Water System,Leak (Use Comments) (WA2),QUEENS,11375,40.72276138897768,-73.85555188558098,,BURNS STREET,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,0,leak (use comments) (wa2) |  | burns street | queens | dep | closed,water_network
REQ-05726,2026-03-19 00:31:51,DOT,Street Condition,Pothole,QUEENS,11362,,,,LITTLE NECK PARKWAY,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,0,pothole |  | little neck parkway | queens | dot | closed,pavement_surface
REQ-05727,2026-03-19 00:29:01,DOT,Street Condition,Pothole,MANHATTAN,10011,,,,WEST   13 STREET,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,0,pothole |  | west   13 street | manhattan | dot | closed,pavement_surface
REQ-05728,2026-03-19 00:28:14,DOT,Street Condition,Pothole,MANHATTAN,10011,,,,WEST   13 STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,0,pothole |  | west   13 street | manhattan | dot | open,pavement_surface
REQ-05729,2026-03-19 00:27:26,DOT,Street Condition,Pothole,MANHATTAN,10011,,,,WEST   13 STREET,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,0,pothole |  | west   13 street | manhattan | dot | closed,pavement_surface
REQ-05730,2026-03-19 00:26:51,DOT,Street Condition,Pothole,MANHATTAN,10011,,,,WEST   13 STREET,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,0,pothole |  | west   13 street | manhattan | dot | closed,pavement_surface
REQ-05731,2026-03-19 00:25:00,DOT,Street Light Condition,Street Light Out,BROOKLYN,11221,40.70091134068513,-73.92608474684033,,,Open,,3,0,street light out |  |  | brooklyn | dot | open,lighting
REQ-05732,2026-03-19 00:10:54,DSNY,Missed Collection,Compost,STATEN ISLAND,10304,40.61958995530661,-74.08064039012804,Street,PLEASANT COURT,Closed,The Department of Sanitation collected the requested items.,3,0,compost | street | pleasant court | staten island | dsny | closed,sanitation
REQ-05733,2026-03-19 00:09:42,DOT,Street Condition,Pothole,MANHATTAN,10017,40.7521974591802,-73.9818236763463,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,0,pothole |  |  | manhattan | dot | closed,pavement_surface
REQ-05734,2026-03-18 23:56:43,DOT,Street Condition,Pothole,BRONX,10456,40.82815941288273,-73.91296044670815,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,23,pothole |  |  | bronx | dot | closed,pavement_surface
REQ-05735,2026-03-18 23:52:12,DOT,Street Condition,Pothole,QUEENS,11412,40.70546976629424,-73.76705430377169,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,23,pothole |  |  | queens | dot | open,pavement_surface
REQ-05736,2026-03-18 23:49:54,DOT,Street Condition,Pothole,BROOKLYN,11210,,,,EAST   35 STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,23,pothole |  | east   35 street | brooklyn | dot | open,pavement_surface
REQ-05737,2026-03-18 23:47:02,DOT,Street Condition,Pothole,BROOKLYN,11234,,,,EAST   72 STREET,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,23,pothole |  | east   72 street | brooklyn | dot | closed,pavement_surface
REQ-05738,2026-03-18 23:46:31,DOT,Street Condition,Cave-in,STATEN ISLAND,10309,40.52766701124552,-74.23022888842462,Street,VETERANS ROAD WEST,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",3,23,cave-in | street | veterans road west | staten island | dot | closed,pavement_surface
REQ-05739,2026-03-18 23:46:20,DOT,Street Condition,Line/Marking - Faded,BRONX,10463,40.88409807305181,-73.91148764824935,Crosswalk,NETHERLAND AVENUE,In Progress,,3,23,line/marking - faded | crosswalk | netherland avenue | bronx | dot | in progress,pavement_surface
REQ-05740,2026-03-18 23:45:15,DOT,Street Condition,Pothole,BROOKLYN,11234,,,,EAST   72 STREET,Closed,The Department of Transportation inspected this complaint and repaired the problem.,3,23,pothole |  | east   72 street | brooklyn | dot | closed,pavement_surface
REQ-05741,2026-03-18 23:43:32,DOT,Street Condition,Defective Hardware,BROOKLYN,11203,40.662886176644555,-73.94207295332905,Street,LEFFERTS AVENUE,In Progress,,3,23,defective hardware | street | lefferts avenue | brooklyn | dot | in progress,pavement_surface
REQ-05742,2026-03-18 23:42:46,DOT,Street Condition,"Rough, Pitted or Cracked Roads",QUEENS,11373,40.74648342798367,-73.88945366150158,Street,76 STREET,Closed,The request submitted did not have sufficient information for the Department of Transportation to respond.,3,23,"rough, pitted or cracked roads | street | 76 street | queens | dot | closed",pavement_surface
REQ-05743,2026-03-18 23:38:51,DOT,Street Condition,Pothole,BRONX,10469,,,,BOSTON ROAD,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,23,pothole |  | boston road | bronx | dot | open,pavement_surface
REQ-05744,2026-03-18 23:36:00,DEP,Water System,No Water (WNW),QUEENS,11366,40.73178695219421,-73.77834973417767,,193 STREET,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,3,23,no water (wnw) |  | 193 street | queens | dep | closed,water_network
REQ-05745,2026-03-18 23:34:51,DOT,Street Condition,Pothole,QUEENS,0,,,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,23,pothole |  |  | queens | dot | open,pavement_surface
REQ-05746,2026-03-18 23:34:48,DOT,Street Condition,Pothole,BROOKLYN,11208,40.689299702273765,-73.87405401530438,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,23,pothole |  |  | brooklyn | dot | closed,pavement_surface
REQ-05747,2026-03-18 23:34:00,DEP,Water System,Hydrant Running Full (WA4),MANHATTAN,10017,40.75362485041006,-73.96943236982607,,,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,3,23,hydrant running full (wa4) |  |  | manhattan | dep | closed,water_network
REQ-05748,2026-03-18 23:32:17,DOT,Street Condition,Pothole,QUEENS,11377,40.7402725268642,-73.89585124979992,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,23,pothole |  |  | queens | dot | closed,pavement_surface
REQ-05749,2026-03-18 23:30:34,DOT,Street Condition,Plate Condition - Noisy,MANHATTAN,10003,40.7328887462975,-73.98620212061955,Street,EAST 14 STREET,In Progress,,3,23,plate condition - noisy | street | east 14 street | manhattan | dot | in progress,pavement_surface
REQ-05750,2026-03-18 23:23:52,DOT,Street Condition,"Rough, Pitted or Cracked Roads",BROOKLYN,11237,40.69956401645887,-73.9110690661502,Street,MYRTLE AVENUE,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",3,23,"rough, pitted or cracked roads | street | myrtle avenue | brooklyn | dot | closed",pavement_surface
